Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow packets, Forward Packets, Backward Packets, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
198.52.200.39,443,10.0.2.15,55139,6,14970577,735,403,332,17497.989556447956,49.09630403691187,20395.881471389668,25910.238180307868,116327.0,17.0,37240.24129353235,29978.32218988722,116562.0,17.0,45167.77643504533,29753.162866118044,135912.0,259.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14987846,869,484,385,20440.895909925952,57.980312848157105,17267.103686635925,22916.764256577404,119053.0,35.0,31030.73706004139,26031.54354826866,119982.0,241.0,38759.82812499999,27701.542972298477,124411.0,507.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14983624,780,431,349,18823.08312061221,52.05683217891746,19234.43388960207,25223.17156782692,121938.0,18.0,34754.553488372076,28546.65783859018,122080.0,26.0,42990.49425287356,29673.631514322697,122178.0,273.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14930623,881,490,391,20924.57896766933,59.00624508434778,16966.617045454517,23316.836696987357,126235.0,15.0,30532.971370143125,26538.908766326014,126467.0,15.0,38082.53333333334,28124.62155929643,150092.0,318.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14973639,790,441,349,18797.434611586403,52.75938601164353,18977.996197718643,25715.018123710848,131971.0,16.0,34030.99772727273,28826.07045615214,132125.0,16.0,42838.37643678161,30402.028990271727,132215.0,482.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14991259,892,489,403,20868.427394923936,59.50134008090982,16825.20650953983,22759.241236735306,116911.0,16.0,30719.793032786893,25637.35345820743,117019.0,25.0,37199.967661691524,27340.512234837348,128010.0,69.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14971292,791,433,358,17936.795301300648,52.834451428774486,18951.00253164555,25487.38010921141,120227.0,16.0,34655.768518518526,28933.38554670974,136695.0,16.0,41805.568627451,30770.765304335844,122509.0,69.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14972416,1069,594,475,22668.08509728824,71.3979627603187,14019.116104868917,18578.567056834305,121898.0,35.0,25248.5935919056,20039.0000684078,121898.0,35.0,31527.53164556964,21059.857404115068,146551.0,399.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14996475,763,422,341,17392.020458140996,50.878623143105294,19680.413385826763,26318.362322806333,124982.0,5.0,35621.08076009497,29333.385557255482,124982.0,25.0,44047.6294117647,31846.85112413825,148058.0,374.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14984163,725,401,324,17022.639169101403,48.38441760143693,20696.35773480663,26903.93101518133,120515.0,15.0,37460.407500000016,31337.981695992963,124868.0,15.0,46203.504643962864,31374.615978483933,149889.0,322.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14969793,765,425,340,18575.473956119502,51.1029110422569,19593.96989528797,26653.496714880665,121254.0,14.0,35306.115566037726,30044.05941002228,121485.0,14.0,44006.73451327436,33059.67620923539,121900.0,101.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14996688,877,487,390,20994.63561554391,58.479578957700525,17119.506849315043,23583.803042183943,129695.0,12.0,30857.382716049375,27274.29983025313,129695.0,12.0,38488.47814910026,30080.078802088537,166256.0,205.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14963825,792,440,352,18991.735067738362,52.92764383438058,18917.60429835652,25098.319248006777,140064.0,16.0,34086.1617312073,28801.087473979667,140064.0,16.0,42502.689458689456,30512.611583463135,152527.0,373.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14977795,874,483,391,20900.74006220542,58.353048629654765,17156.695303550972,23792.792014159917,136930.0,7.0,31074.263485477164,26795.777291428665,136930.0,7.0,38394.40000000002,28972.22920610715,140840.0,56.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14997983,906,496,410,21149.243868325495,60.40812287892312,16572.356906077322,23325.59509730663,151048.0,13.0,30298.955555555556,27648.597746691332,151296.0,21.0,36583.337408312924,28693.159288145605,151107.0,71.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14948797,976,538,438,22606.90274943194,65.2895346695791,15332.099487179494,21170.477356071395,123541.0,18.0,27837.180633147116,23857.77242871223,123678.0,34.0,34001.71395881007,25485.95806892353,123671.0,353.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14997395,830,460,370,20130.495996137997,55.34294455803825,18090.94692400485,25297.72548872678,132355.0,14.0,32674.06318082791,29193.342973262166,132593.0,19.0,40615.905149051476,31425.143899642862,132622.0,57.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14985234,844,467,377,19957.913236456636,56.3221101519002,17776.07829181495,23734.953795922494,125242.0,19.0,32157.154506437753,26907.565128128263,125474.0,26.0,39684.664893617024,28645.269910023035,145795.0,389.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14995673,831,462,369,19896.206058907792,55.41598566466473,18067.07590361445,25011.051127830688,138701.0,10.0,32528.574837310185,27934.319030488376,138984.0,10.0,40558.58967391308,29575.46711749612,138905.0,441.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14931067,857,473,384,20401.75695414132,57.397103636330876,17442.835280373798,24663.582399488212,142878.0,10.0,31633.61652542374,28255.050843203207,142878.0,14.0,38939.67101827672,30281.637894302297,145441.0,42.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14996650,947,530,417,22606.64881823607,63.1474362607649,15852.695560253696,21643.891227480475,125222.0,10.0,28349.05482041588,24418.500845554332,125445.0,28.0,35902.99038461538,27606.04676820972,125437.0,34.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14973356,804,439,365,18492.714659292145,53.695377308867826,18646.769613947705,25925.57858814626,163092.0,17.0,34185.744292237425,29819.17597118283,163092.0,17.0,41049.62087912088,31910.468357029193,164007.0,74.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14984858,746,411,335,17707.875510064896,49.78358820617453,20113.903355704686,26919.082574035532,121072.0,19.0,36548.43414634144,30715.604924525178,121272.0,26.0,44646.242514970065,31781.729732046202,125723.0,77.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14937766,902,495,407,21052.746441469226,60.38386195097714,16579.096559378457,23381.150097332673,140630.0,15.0,30238.392712550576,26969.543201067903,140878.0,15.0,36729.87192118222,28393.98172893441,140877.0,451.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14987819,898,498,400,21232.175275135094,59.91532190240621,16708.828316610936,22851.488605034632,125124.0,10.0,30156.57746478872,26038.566207293123,125473.0,10.0,37530.88721804511,27397.296291151386,125341.0,430.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14994209,774,428,346,18562.099541229552,51.61992873381984,19397.424320827926,26620.02666978433,120854.0,11.0,35115.243559718954,29463.85643050552,124437.0,11.0,43440.51594202898,31673.550310989718,121335.0,77.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14976990,729,407,322,16807.983446607093,48.67466693908455,20572.78846153844,27288.430084925996,137887.0,11.0,36790.84236453196,30773.229546807757,138134.0,11.0,46656.510903426795,32110.643033025863,138105.0,240.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14979313,738,410,328,17116.13877085017,49.267947068066476,20324.712347354158,26141.03160089501,122040.0,18.0,36624.23716381415,28771.55594821663,122199.0,18.0,45798.82568807339,31392.58752936019,123877.0,359.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14977871,744,416,328,17646.099368862237,49.67328133617922,20158.641991924615,26489.013028513484,128896.0,20.0,36091.25542168671,30094.36255892991,128896.0,42.0,45710.99694189603,33472.72643928385,155442.0,336.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14933358,735,407,328,17759.234058408027,49.218668701306164,20345.17438692096,26354.304369994305,134266.0,17.0,36781.66995073893,30393.622134320965,136096.0,17.0,45585.27217125381,31630.637709608265,137566.0,338.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14993787,803,448,355,19485.4041877479,53.55551602807216,18695.495012468844,24909.56928908829,130905.0,28.0,33543.14765100668,27720.880739905933,131471.0,39.0,42329.05084745765,29806.24552330782,132820.0,397.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14986009,811,453,358,19329.295745117997,54.117143530342204,18501.245679012343,24455.792322146655,125401.0,15.0,33154.88716814158,27645.19747618415,125401.0,15.0,41745.33613445376,29255.591050665436,130782.0,270.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14999894,832,461,371,19922.874121643792,55.46705863388102,18050.413959085432,23872.907534763566,121938.0,15.0,32581.434782608714,27335.923759724687,122216.0,16.0,40470.016216216216,29449.395913023625,122055.0,298.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14995938,788,438,350,18998.944914282787,52.54756321345153,19054.559085133427,24908.012741950817,121855.0,9.0,34233.02288329517,28341.690803000263,122144.0,16.0,42819.08595988538,30622.97906610972,123152.0,525.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14935158,764,430,334,18584.135500943477,51.154463849662655,19574.256880733952,25617.119271108513,121037.0,8.0,34813.88811188809,28999.339733646553,121227.0,8.0,44591.96696696698,30995.562011059515,128073.0,320.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14897647,736,406,330,17453.42737681998,49.403774971980475,20268.9074829932,25513.818822492267,125098.0,5.0,36784.31358024693,28671.597179606913,125335.0,5.0,45060.60182370821,30744.06931509456,147920.0,354.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14989719,769,423,346,18828.43834497498,51.3018289402223,19517.863281250004,26331.778462327737,122316.0,39.0,35520.66113744076,29347.574440577406,122493.0,39.0,43438.67536231882,32362.58550590269,123619.0,289.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14930461,794,435,359,18840.67745798338,53.17987167308498,18827.819672131147,24921.835900228045,123003.0,11.0,34401.98387096769,28434.762703134576,123003.0,27.0,41618.47765363128,29141.825830829497,136247.0,463.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14992947,748,419,329,18571.398938447524,49.89012500344329,20070.879518072295,25720.719675458804,120210.0,15.0,35868.29425837321,28918.732931883904,120387.0,48.0,45702.103658536565,30023.716192496395,135783.0,365.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14934565,740,416,324,18167.452483550744,49.549484702098795,20209.1542625169,26505.225242283705,121950.0,29.0,35986.90361445779,29695.51105685649,122174.0,29.0,46111.343653250784,30883.063990135477,126180.0,408.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14977465,807,448,359,19111.712162238404,53.880947142924384,18582.46277915632,25113.337843073583,122402.0,20.0,33506.63310961967,28631.708050237914,122571.0,21.0,41835.455307262586,30379.72049441413,124713.0,373.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14981271,760,422,338,15867.679050729408,50.73000815484881,19738.169960474315,25066.518329957886,121055.0,17.0,35584.96674584322,28564.006106817702,121170.0,19.0,44063.397626112775,29011.66526582341,127008.0,553.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14995360,738,406,332,17099.756191248493,49.2152239092626,20346.4857530529,25601.37498409456,147961.0,25.0,37025.58024691356,28965.623632718172,147961.0,46.0,45292.01208459211,30027.98905334375,150876.0,429.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14969795,749,419,330,17911.467725509934,50.03408530310536,20013.094919786083,26325.246246599934,117386.0,16.0,35812.9066985646,29338.309193186575,147199.0,31.0,45499.896656534926,31594.706195608916,122004.0,273.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14977119,948,530,418,21780.09001597704,63.29655256127697,15815.33157338967,21763.597473954887,121564.0,15.0,28312.134215500966,24327.537486676792,121704.0,15.0,35772.201438848875,26524.619144527016,131455.0,221.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14983317,904,505,399,20552.992371448858,60.33376988553336,16592.82059800665,22564.8498582465,124469.0,17.0,29728.803571428583,25122.319965489194,124469.0,17.0,37569.12311557793,27944.471060548305,138462.0,706.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14987733,849,480,369,19446.50335043999,56.6463253648834,17674.213443396195,21899.68089960593,143175.0,11.0,31289.63048016702,22727.083935436105,155394.0,192.0,40417.89673913042,21852.14477542903,146740.0,277.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14874351,515,278,237,15632.413138563154,34.62335936539348,28938.426070038906,147235.91147322804,1830901.0,8.0,53698.0180505415,199297.56027878448,1831191.0,8.0,63015.453389830494,213546.7329112034,1830901.0,52.0,2110217.0,2178772.8848522357,4645507.0,256.0,1608297.75,299347.25829530606,1830901.0,1168851.0
198.52.200.39,443,10.0.2.15,55139,6,14970039,844,452,392,21215.108390833182,56.37927863781785,17758.053380782912,43667.837624870626,753576.0,8.0,33192.99113082041,56849.608437427356,753576.0,8.0,38282.93350383631,60376.69781812525,753915.0,71.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14934350,1154,635,519,27077.4422723453,77.27152504126393,12952.601908065897,19506.228704558587,118635.0,7.0,23555.7570977918,22604.003065716774,119509.0,7.0,28802.252895752896,23192.540647093007,127542.0,87.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14992262,1165,635,530,25636.29157494713,77.70675299030927,12879.95017182131,17701.258149101814,116151.0,20.0,23647.100946372255,19272.463023643166,116339.0,20.0,28177.965973535,19259.06760323069,121626.0,236.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14991175,1176,640,536,26363.977473413524,78.44615248637949,12758.446808510636,17541.576795203793,152064.0,19.0,23460.367762128342,18829.757587650463,152309.0,22.0,27850.27850467291,19484.77081859064,152269.0,80.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14993180,1061,580,481,23895.79795613739,70.76550805099384,14144.509433962257,20681.0433773888,121709.0,12.0,25894.956822107084,22777.106940168596,122103.0,18.0,31171.45625,23523.29475919425,121709.0,98.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14979004,832,454,378,19501.630415480227,55.54441403447118,18025.275571600465,26338.6274392842,134008.0,12.0,33066.23399558502,30178.730669703553,134008.0,25.0,39490.90450928382,31000.275470231198,160870.0,43.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14895078,765,414,351,18007.492139349655,51.35924766557114,19496.175392670142,27696.870089516742,130643.0,14.0,36065.564164648895,33119.190489554145,131025.0,17.0,42542.18,31808.116222358592,140981.0,58.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14976189,813,444,369,18549.57893493465,54.28617387240506,18443.582512315297,26265.581133312444,122641.0,13.0,33806.295711060964,29740.83865558004,122797.0,20.0,40662.41847826085,31555.571329880713,151552.0,51.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14986823,769,422,347,17779.351901333594,51.31174232190505,19514.092447916675,27312.912763520606,134534.0,22.0,35598.15439429928,31170.739539745853,134711.0,22.0,43224.17630057804,33285.59315755072,137551.0,323.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14950230,723,396,327,17514.98137486848,48.36046000630091,20706.689750692523,28942.534695493883,121188.0,12.0,37848.6835443038,32891.247361394395,155625.0,12.0,45853.40797546011,33911.88101176519,122179.0,77.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14986337,922,505,417,20694.116247352504,61.522705648485015,16271.80998914223,23891.259828506412,132747.0,13.0,29734.79563492062,26894.35178878768,132984.0,27.0,35598.25240384614,28364.70602544001,135587.0,73.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14992248,886,485,401,19795.963887470378,59.097208103814715,16940.393220338974,24990.09242062455,136837.0,5.0,30975.719008264456,28584.341132277823,137066.0,5.0,37375.504999999976,29348.437215419905,137057.0,79.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14968788,766,420,346,17877.26568109589,51.17314775251009,19567.0431372549,27261.82594379954,122074.0,25.0,35725.03102625299,30345.111791249634,122370.0,25.0,43295.47246376813,32346.081072788515,122226.0,271.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14973114,817,447,370,17463.167648359584,54.56446801914418,18349.404411764717,25288.811033397258,125077.0,15.0,33571.553811659156,28448.834962666802,125226.0,15.0,40456.63143631437,29059.681521016744,125229.0,346.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14999798,1012,560,452,22698.90567859647,67.4675752300131,14836.59545004945,20886.592626043068,122351.0,9.0,26833.27012522362,23338.298321232505,122608.0,9.0,33244.396895787126,23914.375133238063,122471.0,225.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14954651,805,439,366,18639.217993117993,53.82940731950214,18600.312189054697,27029.59561050716,146886.0,12.0,34143.03881278544,30082.21332737251,147111.0,16.0,40898.257534246586,32130.537614814508,147055.0,70.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14940405,820,449,371,19045.13297999619,54.88472367382276,18242.252747252736,27031.12849493856,140237.0,18.0,33349.11830357142,30772.933263199317,140457.0,18.0,40286.98648648652,31893.074807125966,140469.0,75.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14998668,717,395,322,16965.039828870136,47.8042450169575,20947.860335195517,28297.984398508466,121081.0,11.0,38067.68527918784,32343.845671893483,127607.0,11.0,46707.501557632364,32112.711986564278,121144.0,65.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14966369,555,285,270,11019.306018714358,37.08314287854322,27015.106498194957,37443.595993004885,480154.0,33.0,52698.48239436619,38413.33364203619,480432.0,42.0,55624.88104089219,37313.01728780619,480374.0,502.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14886902,1131,611,520,31900.861576169442,75.9728249705681,13174.249557522133,40293.91813808959,885357.0,4.0,24404.75737704919,53587.58058682604,885583.0,4.0,28589.50096339113,57501.3480228044,885357.0,26.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14908707,599,316,283,15717.124228143997,40.177863848286776,24930.948160535125,80555.95745211803,1253069.0,8.0,47329.22857142855,108737.66275370585,1292146.0,10.0,52839.98581560285,114084.56557408434,1253115.0,58.0,583265.5,824796.9267404553,1166485.0,46.0,1165076.5,124440.18688711457,1253069.0,1077084.0
198.52.200.39,443,10.0.2.15,55139,6,14963708,686,375,311,15530.976680378953,45.844251972839885,21844.829197080297,29913.14000463938,125264.0,13.0,40009.914438502725,32712.40336701477,125558.0,20.0,47982.27096774193,34066.098858840865,127180.0,324.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14963190,1144,635,509,26675.929397407905,76.45428548324254,13091.15485564305,19288.807163877336,121139.0,9.0,23601.246056782315,21295.32678761923,121139.0,9.0,29454.289370078746,22582.57482792652,121683.0,199.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14986158,1168,644,524,26781.9143505627,77.93858839603854,12841.609254498724,18721.626960951482,131949.0,16.0,23306.2768273717,21086.872558024992,131949.0,16.0,28622.892925430202,21553.530962915473,146260.0,230.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14991693,989,537,452,23888.829633851226,65.96986744592489,15173.77834008098,22746.25980772628,125906.0,13.0,27969.576492537322,26916.011766645053,126134.0,22.0,33204.91574279379,27434.57087062065,126119.0,64.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14980650,943,516,427,22685.664507214304,62.947869418216165,15903.025477706999,24261.666793519675,128538.0,10.0,29088.64077669902,28486.571006788316,128861.0,10.0,34981.13145539901,29225.60051480402,129341.0,59.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14937890,969,530,439,23571.66909115009,64.86859924661381,15431.704545454557,23620.42373275492,121594.0,6.0,28237.977315689997,27539.712816831903,121762.0,6.0,34048.228310502294,28815.269387188142,121859.0,72.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14958845,863,474,389,18851.455443251132,57.691619907820424,17353.648491879365,24420.20708753341,125023.0,17.0,31625.465116279087,27146.68836998239,125310.0,17.0,38307.948453608245,28809.07211193767,125311.0,561.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14974338,701,385,316,15664.999681455034,46.81342173523798,21391.91142857144,30349.016264705333,130188.0,13.0,38995.67187500001,34617.19470734758,130207.0,13.0,47463.796825396814,35034.130604411985,139249.0,75.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14989153,742,405,337,17635.08585174893,49.50246354814045,20228.276653171408,28837.644917999158,121938.0,14.0,37101.86386138617,32818.884458653556,122216.0,26.0,44418.44345238091,34873.005211144235,122257.0,108.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14990627,732,408,324,17471.584077170355,48.83051255961475,20507.013679890555,28932.96048827791,143206.0,20.0,36832.007371007385,32372.58061214911,143206.0,20.0,46311.5170278638,34130.9604990233,152203.0,483.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14999310,749,413,336,17940.69193849584,49.935630372330465,20052.55347593585,28701.80259620583,121034.0,6.0,36406.09223300969,32292.01156171497,121239.0,6.0,44531.03283582088,33740.8494531817,136024.0,270.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14964982,793,431,362,19446.264619630016,52.99037446219448,18895.17929292927,27204.378103452866,145684.0,15.0,34802.2837209302,30978.335864454864,145684.0,19.0,41452.703601108034,32055.26951875832,151569.0,53.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14995328,776,427,349,18721.36441430291,51.749451562513336,19348.810322580666,27646.67672668575,141516.0,9.0,35200.30046948353,31464.0930153551,141516.0,18.0,43088.87356321843,32268.175295131572,165276.0,35.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14953946,763,420,343,19028.756690708928,51.02332187102989,19624.60104986878,27741.39114472873,137803.0,6.0,35689.608591885466,30977.889497929882,137803.0,6.0,43553.789473684184,32023.53612720564,138305.0,78.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14979277,777,429,348,18927.94959329479,51.87166243070343,19303.192010309263,27881.773411742124,140110.0,10.0,34998.14485981312,31758.0266012273,140330.0,22.0,43046.504322766596,33226.25617308706,140362.0,243.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14992158,752,413,339,18198.91439244437,50.159556749602025,19962.926764314267,28414.669502517452,121352.0,9.0,36388.73300970875,32112.197452264365,121528.0,9.0,44091.64201183434,33773.11673258611,126246.0,53.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14961736,796,437,359,19080.33934030115,53.20238239733678,18819.793710691847,25957.070599569674,120713.0,12.0,34315.66972477064,29538.891935592652,120755.0,17.0,41686.78770949721,30358.86155439917,126457.0,205.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14995571,759,424,335,18575.684780526197,50.61494490606593,19783.075197889168,28047.05755990183,122476.0,6.0,35450.52245862881,32110.611368644102,122716.0,22.0,44627.137724550936,33714.915677755336,122645.0,185.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14995329,793,437,356,19787.828596491614,52.8831344747421,18933.4962121212,27936.412055659563,138032.0,1.0,34392.95642201836,32283.511111664207,138032.0,15.0,42059.909859154934,32970.84132067274,155080.0,44.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14992106,683,365,318,14484.089159988596,45.55730862628639,21982.560117302066,31142.957243175733,253841.0,17.0,41187.104395604394,33852.691910576,254116.0,30.0,47006.3722397476,33298.63152356282,254043.0,384.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14965035,874,468,406,21109.138735726312,58.40280360186261,17142.079037800686,69631.54371866224,1918799.0,13.0,32045.042826552453,93105.0470078214,1919176.0,13.0,36828.67654320987,99468.38169688697,1918799.0,51.0,9850344.0,0.0,9850344.0,9850344.0,1918799.0,0.0,1918799.0,1918799.0
198.52.200.39,443,10.0.2.15,55139,6,14979580,679,368,311,19248.00294801323,45.328373692720355,22093.77581120945,63586.098817137296,1392816.0,7.0,40815.99999999995,84870.80171948535,1392867.0,7.0,48236.77419354848,91774.14812688195,1392871.0,71.0,4537335.0,0.0,4537335.0,4537335.0,1392816.0,0.0,1392816.0,1392816.0
198.52.200.39,443,10.0.2.15,55139,6,14980696,1157,654,503,26993.538884975704,77.23272670375262,12959.079584775076,16290.55306709248,122321.0,11.0,22881.810107197536,17706.023426952404,122566.0,11.0,29670.02589641433,19246.955474340983,122455.0,118.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14996355,1198,691,507,28884.418913796053,79.88607898385975,12528.283208020028,16475.634192273737,98233.0,8.0,21733.847826086934,17778.167696691933,98483.0,8.0,29567.256916996037,20550.533512508002,119491.0,275.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14978461,1105,628,477,26423.342157782434,73.77259920094595,13567.44655797101,18076.62781628209,120563.0,11.0,23889.09250398723,20799.913049578456,120644.0,11.0,31397.28571428571,21591.143701607354,121364.0,194.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14992144,1181,669,512,29976.099482502304,78.77459021204706,12705.206779660999,16473.56458718836,91070.0,17.0,22443.329341317374,18613.21664015843,99663.0,17.0,29289.694716242684,20726.226168338722,99790.0,81.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14981385,1045,586,459,23576.124637341607,69.75323042562486,14349.985632183902,18405.825872861937,113002.0,10.0,25609.205128205114,21082.703199728687,113002.0,10.0,32631.220524017474,22761.049505897252,121213.0,310.0,0,0,0,0,0,0,0,0
198.52.200.39,443,10.0.2.15,55139,6,14961964,879,499,380,21585.468324880345,58.74897172590443,17040.96127562639,21857.16714300626,115245.0,5.0,30044.104417670682,25468.57941246181,115645.0,5.0,39342.32981530343,29959.363146473206,135351.0,116.0,0,0,0,0,0,0,0,0
